Ідентифікатор тендера;Кіль-ть лотів
UA-2016-12-19-001509-b;3
UA-2016-12-19-001513-b;1
UA-2016-12-19-001541-b;1
UA-2016-12-19-001565-b;1
UA-2016-12-19-001567-b;2
UA-2016-12-19-001572-b;1
UA-2016-12-19-001582-b;1
UA-2016-12-19-001588-b;1
UA-2016-12-19-001594-b;1
UA-2016-12-19-001641-b;17
UA-2016-12-19-001667-b;1
UA-2016-12-19-001680-b;1
UA-2016-12-19-001699-b;1
UA-2016-12-19-001704-b;1
UA-2016-12-19-001716-b;1
UA-2016-12-19-001726-b;1
UA-2016-12-19-001750-b;1
UA-2016-12-19-001766-b;1
UA-2016-12-19-001785-b;1
UA-2016-12-19-001789-b;1
UA-2016-12-19-001790-b;1
UA-2016-12-19-001797-b;1
UA-2016-12-19-001807-b;1
UA-2016-12-19-001811-b;1
UA-2016-12-19-001816-b;1
UA-2016-12-19-001828-b;1
UA-2016-12-19-001843-b;1
UA-2016-12-19-001851-b;1
UA-2016-12-19-001854-b;1
UA-2016-12-19-001870-b;1
UA-2016-12-19-001887-b;1
UA-2016-12-19-001902-b;1
UA-2016-12-19-001919-b;1
UA-2016-12-19-001938-b;1
UA-2016-12-19-001951-b;1
UA-2016-12-19-001955-b;1
UA-2016-12-19-001958-b;1
UA-2016-12-19-001964-b;1
UA-2016-12-19-001971-b;1
UA-2016-12-19-001974-b;1
UA-2016-12-19-001978-b;1
UA-2016-12-19-001986-b;1
UA-2016-12-19-001997-b;1
UA-2016-12-19-002001-b;2
UA-2016-12-19-002005-b;3
UA-2016-12-19-002042-b;1
UA-2016-12-19-002064-b;1
UA-2016-12-19-002071-b;1
UA-2016-12-19-002074-b;1
UA-2016-12-20-000004-c;2
UA-2016-12-20-000008-b;3
UA-2016-12-20-000024-c;1
UA-2016-12-20-000025-a;1
UA-2016-12-20-000027-b;1
UA-2016-12-20-000027-c;1
UA-2016-12-20-000028-c;1
UA-2016-12-20-000029-a;1
UA-2016-12-20-000030-b;1
UA-2016-12-20-000041-a;31
UA-2016-12-20-000046-a;1
UA-2016-12-20-000051-b;1
UA-2016-12-20-000051-c;1
UA-2016-12-20-000066-c;1
UA-2016-12-20-000071-c;1
UA-2016-12-20-000091-a;1
UA-2016-12-20-000098-b;1
UA-2016-12-20-000102-b;1
UA-2016-12-20-000113-a;3
UA-2016-12-20-000123-b;1
UA-2016-12-20-000125-b;1
UA-2016-12-20-000132-c;1
UA-2016-12-20-000140-c;1
UA-2016-12-20-000146-b;1
UA-2016-12-20-000149-b;1
UA-2016-12-20-000152-b;1
UA-2016-12-20-000162-b;1
UA-2016-12-20-000166-a;1
UA-2016-12-20-000175-b;1
UA-2016-12-20-000186-b;6
UA-2016-12-20-000186-c;1
UA-2016-12-20-000188-b;1
UA-2016-12-20-000191-b;1
UA-2016-12-20-000191-c;1
UA-2016-12-20-000192-b;5
UA-2016-12-20-000194-b;1
UA-2016-12-20-000199-b;1
UA-2016-12-20-000201-c;1
UA-2016-12-20-000202-a;1
UA-2016-12-20-000206-c;1
UA-2016-12-20-000215-a;1
UA-2016-12-20-000216-b;2
UA-2016-12-20-000218-b;1
UA-2016-12-20-000223-b;1
UA-2016-12-20-000227-a;1
UA-2016-12-20-000231-c;1
UA-2016-12-20-000237-b;1
UA-2016-12-20-000238-c;1
UA-2016-12-20-000239-c;1
UA-2016-12-20-000243-a;1
UA-2016-12-20-000249-a;1
UA-2016-12-20-000251-b;1
UA-2016-12-20-000256-a;1
UA-2016-12-20-000257-c;1
UA-2016-12-20-000260-a;2
UA-2016-12-20-000261-c;1
UA-2016-12-20-000265-b;1
UA-2016-12-20-000266-a;1
UA-2016-12-20-000268-a;1
UA-2016-12-20-000270-b;1
UA-2016-12-20-000275-c;1
UA-2016-12-20-000281-a;1
UA-2016-12-20-000284-c;1
UA-2016-12-20-000288-c;1
UA-2016-12-20-000291-a;1
UA-2016-12-20-000292-a;2
UA-2016-12-20-000294-b;1
UA-2016-12-20-000297-b;1
UA-2016-12-20-000304-c;1
UA-2016-12-20-000306-a;3
UA-2016-12-20-000314-b;1
UA-2016-12-20-000316-b;1
UA-2016-12-20-000321-b;1
UA-2016-12-20-000322-a;1
UA-2016-12-20-000322-c;2
UA-2016-12-20-000325-a;1
UA-2016-12-20-000333-a;1
UA-2016-12-20-000338-a;1
UA-2016-12-20-000343-a;2
UA-2016-12-20-000344-c;1
UA-2016-12-20-000350-a;3
UA-2016-12-20-000354-b;1
UA-2016-12-20-000358-c;1
UA-2016-12-20-000372-b;1
UA-2016-12-20-000373-c;1
UA-2016-12-20-000382-a;1
UA-2016-12-20-000382-c;2
UA-2016-12-20-000383-c;1
UA-2016-12-20-000386-c;9
UA-2016-12-20-000391-a;1
UA-2016-12-20-000395-a;1
UA-2016-12-20-000398-a;1
UA-2016-12-20-000400-a;2
UA-2016-12-20-000401-c;1
UA-2016-12-20-000403-a;1
UA-2016-12-20-000403-c;12
UA-2016-12-20-000404-a;1
UA-2016-12-20-000406-b;1
UA-2016-12-20-000408-c;12
UA-2016-12-20-000411-b;4
UA-2016-12-20-000413-a;1
UA-2016-12-20-000422-a;1
UA-2016-12-20-000423-c;1
UA-2016-12-20-000424-a;1
UA-2016-12-20-000431-c;1
UA-2016-12-20-000438-c;1
UA-2016-12-20-000453-a;1
UA-2016-12-20-000455-c;1
UA-2016-12-20-000456-a;1
UA-2016-12-20-000463-c;1
UA-2016-12-20-000467-a;2
UA-2016-12-20-000469-a;1
UA-2016-12-20-000469-b;1
UA-2016-12-20-000471-c;1
UA-2016-12-20-000477-b;1
UA-2016-12-20-000480-b;1
UA-2016-12-20-000481-a;1
UA-2016-12-20-000485-b;1
UA-2016-12-20-000488-b;1
UA-2016-12-20-000504-b;1
UA-2016-12-20-000507-c;1
UA-2016-12-20-000514-a;1
UA-2016-12-20-000517-a;1
UA-2016-12-20-000517-b;1
UA-2016-12-20-000521-a;1
UA-2016-12-20-000522-c;1
UA-2016-12-20-000525-b;1
UA-2016-12-20-000526-b;2
UA-2016-12-20-000527-c;1
UA-2016-12-20-000528-b;1
UA-2016-12-20-000536-c;1
UA-2016-12-20-000565-a;1
UA-2016-12-20-000566-b;1
UA-2016-12-20-000567-a;1
UA-2016-12-20-000568-b;1
UA-2016-12-20-000572-c;1
UA-2016-12-20-000576-b;1
UA-2016-12-20-000589-a;2
UA-2016-12-20-000593-c;1
UA-2016-12-20-000597-c;1
UA-2016-12-20-000599-b;5
UA-2016-12-20-000603-b;1
UA-2016-12-20-000604-c;2
UA-2016-12-20-000607-a;1
UA-2016-12-20-000610-c;1
UA-2016-12-20-000617-a;1
UA-2016-12-20-000617-c;1
UA-2016-12-20-000620-a;1
UA-2016-12-20-000620-c;1
UA-2016-12-20-000627-a;1
UA-2016-12-20-000631-b;1
UA-2016-12-20-000633-a;1
UA-2016-12-20-000638-c;1
UA-2016-12-20-000640-c;1
UA-2016-12-20-000641-c;1
UA-2016-12-20-000642-c;1
UA-2016-12-20-000645-b;1
UA-2016-12-20-000648-c;1
UA-2016-12-20-000651-b;1
UA-2016-12-20-000652-a;1
UA-2016-12-20-000653-a;1
UA-2016-12-20-000654-b;1
UA-2016-12-20-000654-c;1
UA-2016-12-20-000659-c;1
UA-2016-12-20-000662-a;1
UA-2016-12-20-000664-c;1
UA-2016-12-20-000674-a;1
UA-2016-12-20-000695-b;1
UA-2016-12-20-000696-c;1
UA-2016-12-20-000699-b;1
UA-2016-12-20-000701-c;1
UA-2016-12-20-000706-b;1
UA-2016-12-20-000713-c;1
UA-2016-12-20-000714-b;1
UA-2016-12-20-000717-a;1
UA-2016-12-20-000717-c;1
UA-2016-12-20-000718-c;1
UA-2016-12-20-000723-a;1
UA-2016-12-20-000729-c;2
UA-2016-12-20-000749-c;1
UA-2016-12-20-000779-c;1
UA-2016-12-20-000788-b;5
UA-2016-12-20-000799-b;1
UA-2016-12-20-000820-b;1
UA-2016-12-20-000821-b;2
UA-2016-12-20-000876-b;1
UA-2016-12-20-000905-b;1
UA-2016-12-20-000949-b;1
UA-2016-12-20-000951-b;1
UA-2016-12-20-000953-b;2
UA-2016-12-20-000955-b;1
UA-2016-12-20-000966-b;1
UA-2016-12-20-000970-b;1
UA-2016-12-20-000974-b;1
UA-2016-12-20-000977-b;1
UA-2016-12-20-001013-b;1
UA-2016-12-20-001015-b;1
UA-2016-12-20-001016-b;1
UA-2016-12-20-001024-b;1
UA-2016-12-20-001042-b;1
UA-2016-12-20-001054-b;1
UA-2016-12-20-001084-b;1
UA-2016-12-20-001086-b;1
UA-2016-12-20-001100-b;1
UA-2016-12-20-001101-b;1
UA-2016-12-20-001104-b;1
UA-2016-12-20-001108-b;1
UA-2016-12-20-001145-b;1
UA-2016-12-20-001149-b;1
UA-2016-12-20-001166-b;2
UA-2016-12-20-001170-b;1
UA-2016-12-20-001194-b;1
UA-2016-12-20-001196-b;5
UA-2016-12-20-001220-b;1
UA-2016-12-20-001230-b;1
UA-2016-12-20-001238-b;1
UA-2016-12-20-001243-b;1
UA-2016-12-20-001259-b;1
UA-2016-12-20-001266-b;1
UA-2016-12-20-001273-b;1
UA-2016-12-20-001278-b;1
UA-2016-12-20-001298-b;1
UA-2016-12-20-001304-b;1
UA-2016-12-20-001315-b;1
UA-2016-12-20-001317-b;13
UA-2016-12-20-001330-b;5
UA-2016-12-20-001364-b;1
UA-2016-12-20-001372-b;5
UA-2016-12-20-001376-b;1
UA-2016-12-20-001379-b;1
UA-2016-12-20-001406-b;2
UA-2016-12-20-001407-b;2
UA-2016-12-20-001408-b;1
UA-2016-12-20-001421-b;5
UA-2016-12-20-001427-b;1
UA-2016-12-20-001437-b;1
UA-2016-12-20-001453-b;1
UA-2016-12-20-001456-b;1
UA-2016-12-20-001480-b;1
UA-2016-12-20-001493-b;1
UA-2016-12-20-001497-b;1
UA-2016-12-20-001513-b;1
UA-2016-12-20-001515-b;1
UA-2016-12-20-001534-b;1
UA-2016-12-20-001538-b;2
UA-2016-12-20-001562-b;1
UA-2016-12-20-001598-b;1
UA-2016-12-20-001601-b;1
UA-2016-12-20-001624-b;1
UA-2016-12-20-001625-b;1
UA-2016-12-20-001642-b;1
UA-2016-12-20-001646-b;1
UA-2016-12-20-001651-b;1
UA-2016-12-20-001653-b;1
UA-2016-12-20-001662-b;1
UA-2016-12-20-001694-b;1
UA-2016-12-20-001726-b;1
UA-2016-12-20-001731-b;1
UA-2016-12-20-001746-b;1
UA-2016-12-20-001749-b;1
UA-2016-12-20-001752-b;1
UA-2016-12-20-001765-b;1
UA-2016-12-20-001774-b;1
UA-2016-12-20-001795-b;1
UA-2016-12-20-001798-b;1
UA-2016-12-20-001799-b;1
UA-2016-12-20-001800-b;1
UA-2016-12-20-001820-b;1
UA-2016-12-20-001834-b;1
UA-2016-12-20-001836-b;1
UA-2016-12-20-001866-b;1
UA-2016-12-20-001875-b;1
UA-2016-12-20-001889-b;1
UA-2016-12-20-001913-b;1
UA-2016-12-20-001923-b;1
UA-2016-12-20-001926-b;1
UA-2016-12-20-001931-b;1
UA-2016-12-20-001937-b;1
UA-2016-12-20-001948-b;1
UA-2016-12-20-001967-b;1
UA-2016-12-20-001974-b;1
UA-2016-12-20-001976-b;1
UA-2016-12-20-001997-b;1
UA-2016-12-20-002006-b;1
UA-2016-12-20-002007-b;1
UA-2016-12-20-002009-b;1
UA-2016-12-20-002044-b;1
UA-2016-12-20-002051-b;1
UA-2016-12-20-002069-b;1
UA-2016-12-20-002117-b;1
UA-2016-12-20-002122-b;1
UA-2016-12-20-002136-b;1
UA-2016-12-20-002137-b;1
UA-2016-12-20-002138-b;1
UA-2016-12-20-002139-b;1
UA-2016-12-20-002141-b;1
UA-2016-12-20-002150-b;1
UA-2016-12-20-002154-b;1
UA-2016-12-20-002161-b;1
UA-2016-12-20-002184-b;1
UA-2016-12-20-002193-b;1
UA-2016-12-20-002198-b;1
UA-2016-12-20-002238-b;1
UA-2016-12-20-002245-b;1
UA-2016-12-20-002285-b;1
UA-2016-12-20-002291-b;1
UA-2016-12-20-002296-b;1
UA-2016-12-20-002300-b;1
UA-2016-12-20-002355-b;1
UA-2016-12-20-002374-b;1
UA-2016-12-20-002380-b;1
UA-2016-12-20-002383-b;1
UA-2016-12-20-002405-b;2
UA-2016-12-20-002413-b;1
UA-2016-12-20-002422-b;1
UA-2016-12-20-002427-b;1
UA-2016-12-20-002430-b;1
UA-2016-12-20-002442-b;1
UA-2016-12-20-002451-b;1
UA-2016-12-20-002473-b;1
UA-2016-12-20-002477-b;1
UA-2016-12-20-002487-b;1
UA-2016-12-20-002498-b;1
UA-2016-12-20-002532-b;1
UA-2016-12-20-002534-b;1
UA-2016-12-20-002550-b;1
UA-2016-12-20-002554-b;1
UA-2016-12-20-002558-b;1
UA-2016-12-20-002564-b;1
UA-2016-12-20-002578-b;1
UA-2016-12-20-002583-b;1
UA-2016-12-20-002600-b;1
UA-2016-12-20-002605-b;1
UA-2016-12-20-002606-b;1
UA-2016-12-20-002612-b;1
UA-2016-12-20-002624-b;13
UA-2016-12-20-002629-b;1
UA-2016-12-20-002634-b;1
UA-2016-12-20-002642-b;1
UA-2016-12-20-002663-b;1
UA-2016-12-20-002686-b;1
UA-2016-12-20-002689-b;1
UA-2016-12-20-002698-b;1
UA-2016-12-20-002706-b;1
UA-2016-12-20-002707-b;1
UA-2016-12-20-002710-b;1
UA-2016-12-20-002716-b;1
UA-2016-12-20-002728-b;1
UA-2016-12-20-002733-b;1
UA-2016-12-20-002738-b;2
UA-2016-12-20-002739-b;1
UA-2016-12-20-002754-b;1
UA-2016-12-20-002770-b;1
UA-2016-12-20-002776-b;1
UA-2016-12-20-002789-b;1
UA-2016-12-20-002813-b;1
UA-2016-12-20-002826-b;1
UA-2016-12-20-002839-b;1
UA-2016-12-20-002845-b;2
UA-2016-12-20-002854-b;1
UA-2016-12-20-002861-b;1
UA-2016-12-20-002866-b;2
UA-2016-12-20-002873-b;1
UA-2016-12-20-002883-b;1
UA-2016-12-20-002885-b;2
UA-2016-12-20-002899-b;1
UA-2016-12-20-002902-b;1
UA-2016-12-20-002913-b;1
UA-2016-12-20-003006-b;1
UA-2016-12-20-003060-b;1
UA-2016-12-21-000012-b;1
UA-2016-12-21-000036-c;1
UA-2016-12-21-000045-a;1
UA-2016-12-21-000054-c;1
UA-2016-12-21-000055-a;1
UA-2016-12-21-000057-c;1
UA-2016-12-21-000061-a;2
UA-2016-12-21-000068-b;1
UA-2016-12-21-000069-c;1
UA-2016-12-21-000086-b;1
UA-2016-12-21-000090-c;1
UA-2016-12-21-000110-b;1
UA-2016-12-21-000115-c;2
UA-2016-12-21-000132-c;1
UA-2016-12-21-000133-a;1
UA-2016-12-21-000134-c;1
UA-2016-12-21-000142-b;1
UA-2016-12-21-000152-c;1
UA-2016-12-21-000153-a;1
UA-2016-12-21-000157-a;1
UA-2016-12-21-000158-c;1
UA-2016-12-21-000168-c;1
UA-2016-12-21-000176-a;1
UA-2016-12-21-000179-c;1
UA-2016-12-21-000189-c;1
UA-2016-12-21-000191-b;4
UA-2016-12-21-000191-c;1
UA-2016-12-21-000200-a;1
UA-2016-12-21-000206-a;3
UA-2016-12-21-000208-c;1
UA-2016-12-21-000215-c;1
UA-2016-12-21-000223-a;1
UA-2016-12-21-000223-b;1
UA-2016-12-21-000229-b;1
UA-2016-12-21-000230-c;1
UA-2016-12-21-000231-a;1
UA-2016-12-21-000236-c;1
UA-2016-12-21-000250-c;2
UA-2016-12-21-000255-c;1
UA-2016-12-21-000257-c;2
UA-2016-12-21-000258-b;1
UA-2016-12-21-000265-a;1
UA-2016-12-21-000276-c;1
UA-2016-12-21-000279-a;1
UA-2016-12-21-000283-b;1
UA-2016-12-21-000283-c;1
UA-2016-12-21-000284-a;1
UA-2016-12-21-000287-a;1
UA-2016-12-21-000287-c;1
UA-2016-12-21-000292-c;1
UA-2016-12-21-000296-b;6
UA-2016-12-21-000304-a;1
UA-2016-12-21-000311-c;1
UA-2016-12-21-000312-a;1
UA-2016-12-21-000313-a;1
UA-2016-12-21-000313-c;2
UA-2016-12-21-000322-b;1
UA-2016-12-21-000325-a;1
UA-2016-12-21-000328-a;1
UA-2016-12-21-000333-c;1
UA-2016-12-21-000335-c;1
UA-2016-12-21-000341-c;1
UA-2016-12-21-000342-a;1
UA-2016-12-21-000345-a;1
UA-2016-12-21-000349-c;1
UA-2016-12-21-000352-a;1
UA-2016-12-21-000360-b;2
UA-2016-12-21-000361-a;1
UA-2016-12-21-000365-a;1
UA-2016-12-21-000373-b;1
UA-2016-12-21-000376-c;1
UA-2016-12-21-000379-c;1
UA-2016-12-21-000381-c;1
UA-2016-12-21-000388-a;1
UA-2016-12-21-000401-a;1
UA-2016-12-21-000404-a;1
UA-2016-12-21-000408-c;2
UA-2016-12-21-000414-a;1
UA-2016-12-21-000421-b;2
UA-2016-12-21-000425-c;2
UA-2016-12-21-000426-c;1
UA-2016-12-21-000428-c;1
UA-2016-12-21-000433-a;1
UA-2016-12-21-000434-c;1
UA-2016-12-21-000435-b;1
UA-2016-12-21-000441-c;1
UA-2016-12-21-000443-c;1
UA-2016-12-21-000453-c;1
UA-2016-12-21-000457-c;1
UA-2016-12-21-000460-a;1
UA-2016-12-21-000462-b;1
UA-2016-12-21-000463-c;1
UA-2016-12-21-000464-a;1
UA-2016-12-21-000494-c;1
UA-2016-12-21-000500-b;1
UA-2016-12-21-000507-a;1
UA-2016-12-21-000512-c;1
UA-2016-12-21-000515-b;1
UA-2016-12-21-000516-a;1
UA-2016-12-21-000523-a;1
UA-2016-12-21-000533-a;1
UA-2016-12-21-000536-c;1
UA-2016-12-21-000538-a;1
UA-2016-12-21-000541-c;1
UA-2016-12-21-000546-c;1
UA-2016-12-21-000547-a;1
UA-2016-12-21-000552-a;2
UA-2016-12-21-000554-a;1
UA-2016-12-21-000558-a;1
UA-2016-12-21-000566-b;1
UA-2016-12-21-000576-b;1
UA-2016-12-21-000595-c;1
UA-2016-12-21-000606-b;1
UA-2016-12-21-000607-c;1
UA-2016-12-21-000609-c;1
UA-2016-12-21-000618-c;1
UA-2016-12-21-000628-c;1
UA-2016-12-21-000632-b;1
UA-2016-12-21-000635-c;1
UA-2016-12-21-000636-c;1
UA-2016-12-21-000649-c;1
UA-2016-12-21-000653-c;1
UA-2016-12-21-000660-c;1
UA-2016-12-21-000664-c;1
UA-2016-12-21-000669-c;1
UA-2016-12-21-000675-c;1
UA-2016-12-21-000679-c;4
UA-2016-12-21-000681-c;1
UA-2016-12-21-000690-b;1
UA-2016-12-21-000699-c;1
UA-2016-12-21-000701-b;1
UA-2016-12-21-000702-c;1
UA-2016-12-21-000713-b;1
UA-2016-12-21-000718-c;1
UA-2016-12-21-000723-b;1
UA-2016-12-21-000724-b;1
UA-2016-12-21-000726-c;1
UA-2016-12-21-000767-b;1
UA-2016-12-21-000783-b;23
UA-2016-12-21-000790-b;1
UA-2016-12-21-000795-b;1
UA-2016-12-21-000807-b;1
UA-2016-12-21-000820-b;1
UA-2016-12-21-000822-b;2
UA-2016-12-21-000852-b;1
UA-2016-12-21-000873-b;1
UA-2016-12-21-000886-b;1
UA-2016-12-21-000890-b;1
UA-2016-12-21-000907-b;1
UA-2016-12-21-000935-b;1
UA-2016-12-21-000943-b;1
UA-2016-12-21-000944-b;1
UA-2016-12-21-000951-b;1
UA-2016-12-21-000991-b;4
UA-2016-12-21-000996-b;1
UA-2016-12-21-000998-b;1
UA-2016-12-21-001002-b;1
UA-2016-12-21-001016-b;1
UA-2016-12-21-001038-b;1
UA-2016-12-21-001050-b;1
UA-2016-12-21-001068-b;1
UA-2016-12-21-001089-b;1
UA-2016-12-21-001090-b;1
UA-2016-12-21-001091-b;1
UA-2016-12-21-001095-b;1
UA-2016-12-21-001240-b;1
UA-2016-12-21-001243-b;1
UA-2016-12-21-001247-b;1
UA-2016-12-21-001251-b;1
UA-2016-12-21-001256-b;1
UA-2016-12-21-001294-b;1
UA-2016-12-21-001300-b;1
UA-2016-12-21-001302-b;3
UA-2016-12-21-001318-b;1
UA-2016-12-21-001322-b;1
UA-2016-12-21-001323-b;3
UA-2016-12-21-001324-b;1
UA-2016-12-21-001329-b;1
UA-2016-12-21-001341-b;1
UA-2016-12-21-001354-b;1
UA-2016-12-21-001358-b;1
UA-2016-12-21-001371-b;1
UA-2016-12-21-001412-b;1
UA-2016-12-21-001423-b;2
UA-2016-12-21-001440-b;1
UA-2016-12-21-001458-b;1
UA-2016-12-21-001460-b;1
UA-2016-12-21-001462-b;1
UA-2016-12-21-001463-b;1
UA-2016-12-21-001470-b;1
UA-2016-12-21-001493-b;1
UA-2016-12-21-001521-b;1
UA-2016-12-21-001558-b;1
UA-2016-12-21-001572-b;1
UA-2016-12-21-001625-b;1
UA-2016-12-21-001638-b;1
UA-2016-12-21-001660-b;1
UA-2016-12-21-001671-b;1
UA-2016-12-21-001704-b;3
UA-2016-12-21-001707-b;1
UA-2016-12-21-001739-b;1
UA-2016-12-21-001751-b;1
UA-2016-12-21-001771-b;1
UA-2016-12-21-001806-b;1
UA-2016-12-21-001820-b;1
UA-2016-12-21-001836-b;1
UA-2016-12-21-001842-b;6
UA-2016-12-21-001859-b;2
UA-2016-12-21-001862-b;1
UA-2016-12-21-001872-b;1
UA-2016-12-21-001874-b;1
UA-2016-12-21-001915-b;1
UA-2016-12-21-001922-b;1
UA-2016-12-21-001932-b;1
UA-2016-12-21-001944-b;1
UA-2016-12-21-001947-b;1
UA-2016-12-21-001999-b;1
UA-2016-12-21-002027-b;1
UA-2016-12-21-002092-b;1
UA-2016-12-21-002097-b;1
UA-2016-12-21-002119-b;1
UA-2016-12-21-002134-b;1
UA-2016-12-21-002169-b;1
UA-2016-12-21-002190-b;1
UA-2016-12-21-002194-b;1
UA-2016-12-21-002225-b;1
UA-2016-12-21-002228-b;1
UA-2016-12-21-002242-b;1
UA-2016-12-21-002257-b;1
UA-2016-12-21-002276-b;1
UA-2016-12-21-002307-b;1
UA-2016-12-21-002330-b;1
UA-2016-12-21-002343-b;1
UA-2016-12-21-002374-b;1
UA-2016-12-21-002375-b;1
UA-2016-12-21-002402-b;1
UA-2016-12-21-002403-b;1
UA-2016-12-21-002411-b;1
UA-2016-12-21-002423-b;1
UA-2016-12-21-002436-b;1
UA-2016-12-21-002457-b;1
UA-2016-12-21-002481-b;1
UA-2016-12-21-002489-b;1
UA-2016-12-21-002495-b;1
UA-2016-12-21-002507-b;1
UA-2016-12-21-002518-b;1
UA-2016-12-21-002522-b;1
UA-2016-12-21-002524-b;2
UA-2016-12-21-002537-b;1
UA-2016-12-21-002549-b;1
UA-2016-12-21-002565-b;1
UA-2016-12-21-002589-b;1
UA-2016-12-21-002611-b;1
UA-2016-12-21-002617-b;1
UA-2016-12-21-002633-b;1
UA-2016-12-21-002644-b;1
UA-2016-12-21-002648-b;1
UA-2016-12-21-002658-b;1
UA-2016-12-21-002672-b;1
UA-2016-12-21-002681-b;1
UA-2016-12-21-002695-b;6
UA-2016-12-21-002700-b;1
UA-2016-12-21-002725-b;2
UA-2016-12-21-002754-b;1
UA-2016-12-21-002783-b;1
UA-2016-12-21-002816-b;3
UA-2016-12-21-002836-b;1
UA-2016-12-21-002840-b;2
UA-2016-12-21-002856-b;1
UA-2016-12-21-002869-b;1
UA-2016-12-21-002889-b;1
UA-2016-12-21-002902-b;1
UA-2016-12-21-002909-b;2
UA-2016-12-21-002910-b;1
UA-2016-12-21-002914-b;1
UA-2016-12-21-002985-b;1
UA-2016-12-21-003048-b;1
UA-2016-12-21-003058-b;2
UA-2016-12-21-003059-b;1
UA-2016-12-21-003075-b;1
UA-2016-12-21-003100-b;1
UA-2016-12-21-003142-b;2
UA-2016-12-21-003146-b;1
UA-2016-12-21-003173-b;1
UA-2016-12-22-000002-c;1
UA-2016-12-22-000003-c;1
UA-2016-12-22-000004-a;1
UA-2016-12-22-000004-c;1
UA-2016-12-22-000005-a;2
UA-2016-12-22-000005-c;2
UA-2016-12-22-000006-a;3
UA-2016-12-22-000006-c;1
UA-2016-12-22-000007-a;1
UA-2016-12-22-000007-c;1
UA-2016-12-22-000008-a;1
UA-2016-12-22-000019-c;1
UA-2016-12-22-000020-a;1
UA-2016-12-22-000026-b;1
UA-2016-12-22-000027-b;2
UA-2016-12-22-000028-b;3
UA-2016-12-22-000040-c;1
UA-2016-12-22-000055-a;1
UA-2016-12-22-000058-a;1
UA-2016-12-22-000082-c;1
UA-2016-12-22-000083-a;1
UA-2016-12-22-000084-c;1
UA-2016-12-22-000090-a;1
UA-2016-12-22-000093-a;1
UA-2016-12-22-000094-c;1
UA-2016-12-22-000097-c;8
UA-2016-12-22-000099-a;2
UA-2016-12-22-000107-b;1
UA-2016-12-22-000112-b;1
UA-2016-12-22-000118-b;1
UA-2016-12-22-000122-c;1
UA-2016-12-22-000129-a;1
UA-2016-12-22-000144-c;1
UA-2016-12-22-000149-c;1
UA-2016-12-22-000157-a;1
UA-2016-12-22-000158-b;1
UA-2016-12-22-000159-b;1
UA-2016-12-22-000159-c;1
UA-2016-12-22-000160-c;1
UA-2016-12-22-000163-b;1
UA-2016-12-22-000163-c;1
UA-2016-12-22-000164-a;1
UA-2016-12-22-000166-c;1
UA-2016-12-22-000170-b;1
UA-2016-12-22-000178-a;1
UA-2016-12-22-000182-a;4
UA-2016-12-22-000196-a;1
UA-2016-12-22-000197-a;1
UA-2016-12-22-000214-c;4
UA-2016-12-22-000220-b;1
UA-2016-12-22-000221-a;3
UA-2016-12-22-000224-b;1
UA-2016-12-22-000230-a;1
UA-2016-12-22-000233-b;1
UA-2016-12-22-000236-a;1
UA-2016-12-22-000240-a;6
UA-2016-12-22-000241-b;1
UA-2016-12-22-000247-c;1
UA-2016-12-22-000252-a;1
UA-2016-12-22-000258-a;1
UA-2016-12-22-000263-c;1
UA-2016-12-22-000265-c;1
UA-2016-12-22-000267-a;1
UA-2016-12-22-000268-c;1
UA-2016-12-22-000270-c;1
UA-2016-12-22-000271-c;1
UA-2016-12-22-000273-b;1
UA-2016-12-22-000275-c;1
UA-2016-12-22-000277-c;1
UA-2016-12-22-000282-b;1
UA-2016-12-22-000283-b;1
UA-2016-12-22-000290-c;1
UA-2016-12-22-000293-c;1
UA-2016-12-22-000296-c;1
UA-2016-12-22-000316-c;1
UA-2016-12-22-000317-a;1
UA-2016-12-22-000319-a;1
UA-2016-12-22-000338-c;1
UA-2016-12-22-000344-c;1
UA-2016-12-22-000347-a;1
UA-2016-12-22-000348-a;1
UA-2016-12-22-000351-a;1
UA-2016-12-22-000360-c;1
UA-2016-12-22-000362-b;1
UA-2016-12-22-000364-a;1
UA-2016-12-22-000366-b;1
UA-2016-12-22-000369-a;1
UA-2016-12-22-000372-a;1
UA-2016-12-22-000375-b;1
UA-2016-12-22-000379-b;2
UA-2016-12-22-000381-b;1
UA-2016-12-22-000381-c;1
UA-2016-12-22-000383-a;3
UA-2016-12-22-000384-c;1
UA-2016-12-22-000387-a;1
UA-2016-12-22-000400-c;1
UA-2016-12-22-000405-a;1
UA-2016-12-22-000407-a;1
UA-2016-12-22-000412-a;1
UA-2016-12-22-000414-a;1
UA-2016-12-22-000416-a;1
UA-2016-12-22-000418-c;1
UA-2016-12-22-000426-a;1
UA-2016-12-22-000431-c;1
UA-2016-12-22-000437-c;1
UA-2016-12-22-000438-a;1
UA-2016-12-22-000438-c;1
UA-2016-12-22-000439-b;4
UA-2016-12-22-000451-b;1
UA-2016-12-22-000453-c;1
UA-2016-12-22-000454-c;1
UA-2016-12-22-000457-c;2
UA-2016-12-22-000458-a;1
UA-2016-12-22-000467-a;1
UA-2016-12-22-000471-b;1
UA-2016-12-22-000472-a;1
UA-2016-12-22-000474-c;1
UA-2016-12-22-000483-a;1
UA-2016-12-22-000484-c;1
