Ідентифікатор тендера;Кіль-ть лотів
UA-2017-09-07-000415-a;1
UA-2017-09-07-000415-c;1
UA-2017-09-07-000418-c;8
UA-2017-09-07-000432-c;1
UA-2017-09-07-000433-a;6
UA-2017-09-07-000438-c;4
UA-2017-09-07-000440-c;1
UA-2017-09-07-000445-c;1
UA-2017-09-07-000449-c;1
UA-2017-09-07-000451-a;1
UA-2017-09-07-000454-a;10
UA-2017-09-07-000465-c;1
UA-2017-09-07-000476-a;1
UA-2017-09-07-000484-c;1
UA-2017-09-07-000490-c;1
UA-2017-09-07-000493-a;1
UA-2017-09-07-000494-c;1
UA-2017-09-07-000496-c;1
UA-2017-09-07-000505-c;1
UA-2017-09-07-000515-a;1
UA-2017-09-07-000532-c;3
UA-2017-09-07-000534-a;1
UA-2017-09-07-000538-c;1
UA-2017-09-07-000548-c;1
UA-2017-09-07-000552-a;1
UA-2017-09-07-000553-a;1
UA-2017-09-07-000561-c;1
UA-2017-09-07-000565-a;3
UA-2017-09-07-000575-c;1
UA-2017-09-07-000581-a;1
UA-2017-09-07-000583-c;1
UA-2017-09-07-000587-c;1
UA-2017-09-07-000589-a;1
UA-2017-09-07-000605-a;1
UA-2017-09-07-000608-a;1
UA-2017-09-07-000618-c;1
UA-2017-09-07-000624-a;2
UA-2017-09-07-000624-c;1
UA-2017-09-07-000627-a;1
UA-2017-09-07-000650-a;1
UA-2017-09-07-000671-c;1
UA-2017-09-07-000673-a;1
UA-2017-09-07-000675-c;1
UA-2017-09-07-000681-c;1
UA-2017-09-07-000686-a;1
UA-2017-09-07-000689-a;1
UA-2017-09-07-000701-c;2
UA-2017-09-07-000709-a;1
UA-2017-09-07-000710-c;1
UA-2017-09-07-000717-c;1
UA-2017-09-07-000725-a;1
UA-2017-09-07-000725-c;2
UA-2017-09-07-000736-a;2
UA-2017-09-07-000739-c;1
UA-2017-09-07-000740-c;1
UA-2017-09-07-000746-c;1
UA-2017-09-07-000782-c;1
UA-2017-09-07-000785-a;1
UA-2017-09-07-000791-a;11
UA-2017-09-07-000794-c;1
UA-2017-09-07-000796-c;1
UA-2017-09-07-000819-a;2
UA-2017-09-07-000832-a;1
UA-2017-09-07-000833-a;1
UA-2017-09-07-000834-c;1
UA-2017-09-07-000840-a;1
UA-2017-09-07-000844-a;1
UA-2017-09-07-000845-a;2
UA-2017-09-07-000846-a;1
UA-2017-09-07-000848-a;1
UA-2017-09-07-000858-a;1
UA-2017-09-07-000859-a;1
UA-2017-09-07-000863-a;1
UA-2017-09-07-000867-a;1
UA-2017-09-07-000867-c;1
UA-2017-09-07-000869-a;1
UA-2017-09-07-000902-c;1
UA-2017-09-07-000906-a;1
UA-2017-09-07-000916-c;1
UA-2017-09-07-000929-a;1
UA-2017-09-07-000935-a;1
UA-2017-09-07-000936-a;1
UA-2017-09-07-000937-a;1
UA-2017-09-07-000938-c;1
UA-2017-09-07-000939-c;1
UA-2017-09-07-000940-c;1
UA-2017-09-07-000958-a;1
UA-2017-09-07-000963-c;1
UA-2017-09-07-000972-a;4
UA-2017-09-07-000976-c;1
UA-2017-09-07-000977-a;1
UA-2017-09-07-000979-a;1
UA-2017-09-07-000991-a;1
UA-2017-09-07-000993-a;1
UA-2017-09-07-000998-c;1
UA-2017-09-07-001008-c;1
UA-2017-09-07-001012-c;1
UA-2017-09-07-001014-a;1
UA-2017-09-07-001016-a;1
UA-2017-09-07-001025-a;1
UA-2017-09-07-001025-c;1
UA-2017-09-07-001029-a;1
UA-2017-09-07-001035-c;1
UA-2017-09-07-001039-a;1
UA-2017-09-07-001043-a;1
UA-2017-09-07-001045-c;1
UA-2017-09-07-001047-a;2
UA-2017-09-07-001048-c;2
UA-2017-09-07-001055-a;1
UA-2017-09-07-001057-a;1
UA-2017-09-07-001060-a;1
UA-2017-09-07-001070-a;1
UA-2017-09-07-001070-c;1
UA-2017-09-07-001071-a;1
UA-2017-09-07-001072-a;1
UA-2017-09-07-001079-a;1
UA-2017-09-07-001086-c;1
UA-2017-09-07-001087-a;1
UA-2017-09-07-001092-a;1
UA-2017-09-07-001093-a;1
UA-2017-09-07-001100-c;1
UA-2017-09-07-001101-c;1
UA-2017-09-07-001110-a;1
UA-2017-09-07-001111-a;1
UA-2017-09-07-001112-a;1
UA-2017-09-07-001116-a;1
UA-2017-09-07-001122-c;1
UA-2017-09-07-001124-c;1
UA-2017-09-07-001128-a;1
UA-2017-09-07-001132-c;1
UA-2017-09-07-001146-c;1
UA-2017-09-07-001151-c;1
UA-2017-09-07-001152-a;1
UA-2017-09-07-001152-c;1
UA-2017-09-07-001156-a;1
UA-2017-09-07-001162-a;3
UA-2017-09-07-001165-a;1
UA-2017-09-07-001168-c;1
UA-2017-09-07-001176-c;1
UA-2017-09-07-001178-c;1
UA-2017-09-07-001180-a;1
UA-2017-09-07-001183-c;1
UA-2017-09-07-001185-a;1
UA-2017-09-07-001199-c;1
UA-2017-09-07-001201-a;1
UA-2017-09-07-001203-c;1
UA-2017-09-07-001210-a;1
UA-2017-09-07-001215-a;1
UA-2017-09-07-001215-c;1
UA-2017-09-07-001221-a;1
UA-2017-09-07-001225-c;1
UA-2017-09-07-001227-c;1
UA-2017-09-07-001230-c;3
UA-2017-09-07-001239-a;1
UA-2017-09-07-001239-c;1
UA-2017-09-07-001245-c;1
UA-2017-09-07-001247-c;1
UA-2017-09-07-001248-c;1
UA-2017-09-07-001252-c;2
UA-2017-09-07-001267-c;1
UA-2017-09-07-001273-a;1
UA-2017-09-07-001278-c;1
UA-2017-09-07-001280-c;1
UA-2017-09-07-001284-a;1
UA-2017-09-07-001285-c;1
UA-2017-09-07-001287-c;1
UA-2017-09-07-001294-a;1
UA-2017-09-07-001306-c;1
UA-2017-09-07-001309-c;1
UA-2017-09-07-001310-c;31
UA-2017-09-07-001311-a;2
UA-2017-09-07-001312-a;1
UA-2017-09-07-001317-c;1
UA-2017-09-07-001325-a;1
UA-2017-09-07-001330-a;3
UA-2017-09-07-001330-c;1
UA-2017-09-07-001332-a;1
UA-2017-09-07-001336-a;1
UA-2017-09-07-001337-a;2
UA-2017-09-07-001338-a;1
UA-2017-09-07-001341-a;1
UA-2017-09-07-001343-a;1
UA-2017-09-07-001345-a;1
UA-2017-09-07-001356-a;1
UA-2017-09-07-001356-c;1
UA-2017-09-07-001357-c;1
UA-2017-09-07-001360-a;1
UA-2017-09-07-001362-c;1
UA-2017-09-07-001366-c;1
UA-2017-09-07-001368-a;1
UA-2017-09-07-001369-c;1
UA-2017-09-07-001370-c;1
UA-2017-09-07-001373-a;1
UA-2017-09-07-001380-a;1
UA-2017-09-07-001387-a;1
UA-2017-09-07-001403-c;1
UA-2017-09-07-001406-a;1
UA-2017-09-07-001414-a;1
UA-2017-09-07-001416-a;1
UA-2017-09-07-001421-c;1
UA-2017-09-07-001432-c;1
UA-2017-09-07-001433-a;1
UA-2017-09-07-001450-a;1
UA-2017-09-07-001454-c;1
UA-2017-09-07-001455-a;1
UA-2017-09-07-001463-a;1
UA-2017-09-07-001465-a;1
UA-2017-09-07-001467-a;1
UA-2017-09-07-001469-c;1
UA-2017-09-07-001471-c;1
UA-2017-09-07-001473-a;1
UA-2017-09-07-001474-c;1
UA-2017-09-07-001476-c;1
UA-2017-09-07-001478-c;1
UA-2017-09-07-001483-a;1
UA-2017-09-07-001483-c;1
UA-2017-09-07-001485-a;1
UA-2017-09-07-001486-a;1
UA-2017-09-07-001487-a;1
UA-2017-09-07-001497-c;2
UA-2017-09-07-001499-c;1
UA-2017-09-07-001504-c;1
UA-2017-09-07-001505-c;2
UA-2017-09-07-001506-c;1
UA-2017-09-07-001519-a;1
UA-2017-09-07-001525-c;1
UA-2017-09-07-001526-a;1
UA-2017-09-07-001526-c;3
UA-2017-09-07-001529-a;1
UA-2017-09-07-001529-c;1
UA-2017-09-07-001530-a;2
UA-2017-09-07-001534-a;1
UA-2017-09-07-001535-a;1
UA-2017-09-07-001541-a;1
UA-2017-09-07-001543-c;1
UA-2017-09-07-001547-c;1
UA-2017-09-07-001552-a;1
UA-2017-09-07-001554-c;1
UA-2017-09-07-001555-a;1
UA-2017-09-07-001557-a;1
UA-2017-09-07-001557-c;1
UA-2017-09-07-001560-c;1
UA-2017-09-07-001562-a;1
UA-2017-09-07-001566-a;1
UA-2017-09-07-001567-c;1
UA-2017-09-07-001569-a;1
UA-2017-09-07-001574-a;1
UA-2017-09-07-001574-c;1
UA-2017-09-07-001576-c;1
UA-2017-09-07-001577-c;1
UA-2017-09-07-001578-a;1
UA-2017-09-07-001582-a;1
UA-2017-09-07-001586-c;1
UA-2017-09-07-001591-a;1
UA-2017-09-07-001592-a;1
UA-2017-09-07-001595-c;1
UA-2017-09-07-001596-a;1
UA-2017-09-07-001600-c;1
UA-2017-09-07-001602-c;1
UA-2017-09-07-001604-a;1
UA-2017-09-07-001605-a;1
UA-2017-09-07-001609-c;1
UA-2017-09-07-001613-a;1
UA-2017-09-07-001624-a;1
UA-2017-09-07-001629-c;1
UA-2017-09-07-001637-a;1
UA-2017-09-07-001639-a;1
UA-2017-09-07-001639-c;3
UA-2017-09-07-001641-c;1
UA-2017-09-07-001642-a;1
UA-2017-09-07-001645-a;1
UA-2017-09-07-001645-c;1
UA-2017-09-07-001651-c;1
UA-2017-09-07-001652-a;3
UA-2017-09-07-001653-a;1
UA-2017-09-07-001655-a;1
UA-2017-09-07-001656-c;1
UA-2017-09-07-001660-c;1
UA-2017-09-07-001663-a;1
UA-2017-09-07-001666-a;1
UA-2017-09-07-001671-a;1
UA-2017-09-07-001673-c;1
UA-2017-09-07-001680-a;1
UA-2017-09-07-001682-c;1
UA-2017-09-07-001684-c;1
UA-2017-09-07-001688-a;1
UA-2017-09-07-001689-a;1
UA-2017-09-07-001699-c;1
UA-2017-09-07-001713-c;1
UA-2017-09-07-001715-c;1
UA-2017-09-07-001716-a;1
UA-2017-09-07-001718-c;1
UA-2017-09-07-001728-a;1
UA-2017-09-07-001729-a;1
UA-2017-09-07-001731-a;1
UA-2017-09-07-001731-c;1
UA-2017-09-07-001735-a;1
UA-2017-09-07-001739-a;1
UA-2017-09-07-001741-a;1
UA-2017-09-07-001749-a;1
UA-2017-09-07-001751-a;1
UA-2017-09-07-001752-a;1
UA-2017-09-07-001753-a;1
UA-2017-09-07-001763-a;1
UA-2017-09-07-001764-a;1
UA-2017-09-07-001766-a;1
UA-2017-09-07-001773-a;1
UA-2017-09-07-001774-c;1
UA-2017-09-07-001776-c;1
UA-2017-09-07-001778-c;1
UA-2017-09-07-001789-c;14
UA-2017-09-07-001790-c;1
UA-2017-09-07-001793-a;1
UA-2017-09-07-001794-c;1
UA-2017-09-07-001795-c;1
UA-2017-09-07-001797-a;1
UA-2017-09-07-001800-a;1
UA-2017-09-07-001803-a;1
UA-2017-09-07-001803-c;1
UA-2017-09-07-001805-a;1
UA-2017-09-07-001813-c;3
UA-2017-09-07-001814-a;1
UA-2017-09-07-001820-a;1
UA-2017-09-07-001825-a;1
UA-2017-09-07-001830-c;1
UA-2017-09-07-001831-a;1
UA-2017-09-07-001839-c;1
UA-2017-09-07-001843-c;1
UA-2017-09-07-001844-a;1
UA-2017-09-07-001849-a;1
UA-2017-09-07-001852-a;1
UA-2017-09-07-001853-c;1
UA-2017-09-07-001862-c;1
UA-2017-09-07-001868-c;1
UA-2017-09-07-001869-a;1
UA-2017-09-07-001870-c;1
UA-2017-09-07-001874-a;1
UA-2017-09-07-001875-a;1
UA-2017-09-07-001877-a;1
UA-2017-09-07-001880-a;1
UA-2017-09-07-001883-a;1
UA-2017-09-07-001886-c;1
UA-2017-09-07-001888-c;1
UA-2017-09-07-001893-a;1
UA-2017-09-07-001893-c;1
UA-2017-09-07-001896-a;1
UA-2017-09-07-001897-a;7
UA-2017-09-07-001898-a;1
UA-2017-09-07-001901-a;1
UA-2017-09-07-001902-c;1
UA-2017-09-07-001907-a;1
UA-2017-09-07-001907-c;1
UA-2017-09-07-001908-a;1
UA-2017-09-07-001910-a;1
UA-2017-09-07-001911-a;1
UA-2017-09-07-001913-a;1
UA-2017-09-07-001914-a;1
UA-2017-09-07-001915-a;1
UA-2017-09-07-001916-a;1
UA-2017-09-07-001917-a;1
UA-2017-09-07-001921-a;1
UA-2017-09-07-001922-a;1
UA-2017-09-07-001922-c;1
UA-2017-09-07-001924-a;1
UA-2017-09-07-001924-c;1
UA-2017-09-07-001927-c;1
UA-2017-09-07-001928-a;1
UA-2017-09-07-001929-a;1
UA-2017-09-07-001935-a;1
UA-2017-09-07-001935-c;1
UA-2017-09-07-001943-a;1
UA-2017-09-07-001943-c;1
UA-2017-09-07-001946-a;1
UA-2017-09-07-001946-c;1
UA-2017-09-07-001952-c;1
UA-2017-09-07-001953-c;1
UA-2017-09-07-001955-a;1
UA-2017-09-07-001956-c;1
UA-2017-09-07-001959-a;2
UA-2017-09-07-001962-c;1
UA-2017-09-07-001982-c;1
UA-2017-09-07-001986-c;1
UA-2017-09-07-001987-c;1
UA-2017-09-07-001992-c;2
UA-2017-09-07-001997-c;1
UA-2017-09-07-002002-c;1
UA-2017-09-07-002007-c;1
UA-2017-09-07-002014-c;1
UA-2017-09-07-002016-c;1
UA-2017-09-07-002025-c;1
UA-2017-09-07-002030-c;1
UA-2017-09-07-002037-c;1
UA-2017-09-07-002044-c;1
UA-2017-09-07-002046-c;1
UA-2017-09-07-002053-c;9
UA-2017-09-07-002059-c;1
UA-2017-09-07-002062-c;1
UA-2017-09-07-002066-c;1
UA-2017-09-07-002076-c;1
UA-2017-09-07-002079-c;1
UA-2017-09-07-002081-c;3
UA-2017-09-07-002084-c;1
UA-2017-09-07-002090-c;1
UA-2017-09-07-002093-c;2
UA-2017-09-07-002102-c;1
UA-2017-09-07-002108-c;2
UA-2017-09-07-002113-c;1
UA-2017-09-07-002115-c;1
UA-2017-09-07-002118-c;1
UA-2017-09-07-002120-c;1
UA-2017-09-07-002126-c;1
UA-2017-09-07-002131-c;1
UA-2017-09-07-002141-c;1
UA-2017-09-07-002142-c;1
UA-2017-09-07-002144-c;1
UA-2017-09-07-002145-c;3
UA-2017-09-07-002156-c;2
UA-2017-09-07-002170-c;1
UA-2017-09-07-002172-c;4
UA-2017-09-07-002173-c;1
UA-2017-09-07-002177-c;1
UA-2017-09-07-002182-c;1
UA-2017-09-07-002183-c;1
UA-2017-09-07-002184-c;1
UA-2017-09-07-002185-c;1
UA-2017-09-07-002189-c;1
UA-2017-09-07-002191-c;1
UA-2017-09-07-002194-c;1
UA-2017-09-07-002204-c;1
UA-2017-09-07-002205-c;1
UA-2017-09-07-002216-c;1
UA-2017-09-07-002217-c;1
UA-2017-09-07-002219-c;1
UA-2017-09-07-002230-c;1
UA-2017-09-07-002249-c;1
UA-2017-09-07-002253-c;1
UA-2017-09-07-002259-c;1
UA-2017-09-07-002262-c;1
UA-2017-09-07-002273-c;1
UA-2017-09-07-002274-c;1
UA-2017-09-07-002281-c;2
UA-2017-09-07-002297-c;3
UA-2017-09-07-002300-c;1
UA-2017-09-07-002318-c;1
UA-2017-09-08-000004-a;1
UA-2017-09-08-000022-a;1
UA-2017-09-08-000025-c;1
UA-2017-09-08-000033-a;1
UA-2017-09-08-000035-a;1
UA-2017-09-08-000049-c;1
UA-2017-09-08-000054-a;1
UA-2017-09-08-000064-a;1
UA-2017-09-08-000065-a;1
UA-2017-09-08-000072-a;1
UA-2017-09-08-000073-c;1
UA-2017-09-08-000077-a;1
UA-2017-09-08-000079-c;1
UA-2017-09-08-000086-c;1
UA-2017-09-08-000087-a;1
UA-2017-09-08-000092-a;1
UA-2017-09-08-000093-a;1
UA-2017-09-08-000094-c;1
UA-2017-09-08-000095-c;1
UA-2017-09-08-000099-c;1
UA-2017-09-08-000100-a;1
UA-2017-09-08-000101-a;1
UA-2017-09-08-000110-a;1
UA-2017-09-08-000110-c;1
UA-2017-09-08-000115-c;1
UA-2017-09-08-000116-c;1
UA-2017-09-08-000121-c;1
UA-2017-09-08-000128-c;1
UA-2017-09-08-000132-a;1
UA-2017-09-08-000136-c;1
UA-2017-09-08-000142-a;1
UA-2017-09-08-000143-c;1
UA-2017-09-08-000147-a;1
UA-2017-09-08-000149-c;1
UA-2017-09-08-000151-a;1
UA-2017-09-08-000158-a;1
UA-2017-09-08-000162-a;1
UA-2017-09-08-000163-c;1
UA-2017-09-08-000164-a;1
UA-2017-09-08-000174-a;1
UA-2017-09-08-000181-a;1
UA-2017-09-08-000185-c;1
UA-2017-09-08-000187-c;1
UA-2017-09-08-000191-c;1
UA-2017-09-08-000198-a;1
UA-2017-09-08-000202-c;1
UA-2017-09-08-000206-a;1
UA-2017-09-08-000208-a;1
UA-2017-09-08-000209-c;1
UA-2017-09-08-000215-a;1
UA-2017-09-08-000220-a;1
UA-2017-09-08-000222-a;1
UA-2017-09-08-000224-c;1
UA-2017-09-08-000230-c;1
UA-2017-09-08-000233-c;1
UA-2017-09-08-000236-a;1
UA-2017-09-08-000243-c;1
UA-2017-09-08-000246-c;1
UA-2017-09-08-000247-c;1
UA-2017-09-08-000250-c;1
UA-2017-09-08-000257-c;1
UA-2017-09-08-000263-a;1
UA-2017-09-08-000268-a;1
UA-2017-09-08-000268-c;1
UA-2017-09-08-000271-c;1
UA-2017-09-08-000276-c;1
UA-2017-09-08-000278-c;1
UA-2017-09-08-000285-a;1
UA-2017-09-08-000285-c;1
UA-2017-09-08-000290-c;1
UA-2017-09-08-000299-a;1
UA-2017-09-08-000303-a;1
UA-2017-09-08-000311-a;1
UA-2017-09-08-000312-a;1
UA-2017-09-08-000313-c;1
UA-2017-09-08-000321-a;1
UA-2017-09-08-000321-c;1
UA-2017-09-08-000322-c;1
UA-2017-09-08-000328-c;1
UA-2017-09-08-000329-c;1
UA-2017-09-08-000337-c;1
UA-2017-09-08-000338-c;1
UA-2017-09-08-000342-c;1
UA-2017-09-08-000355-a;1
UA-2017-09-08-000361-c;1
UA-2017-09-08-000364-c;1
UA-2017-09-08-000366-a;1
UA-2017-09-08-000368-a;1
UA-2017-09-08-000372-c;1
UA-2017-09-08-000375-a;2
UA-2017-09-08-000385-c;1
UA-2017-09-08-000398-c;1
UA-2017-09-08-000401-a;1
UA-2017-09-08-000404-a;1
UA-2017-09-08-000411-c;1
UA-2017-09-08-000413-a;1
UA-2017-09-08-000421-a;1
UA-2017-09-08-000423-a;1
UA-2017-09-08-000426-c;1
UA-2017-09-08-000428-a;1
UA-2017-09-08-000428-c;1
UA-2017-09-08-000442-a;2
UA-2017-09-08-000444-a;4
UA-2017-09-08-000448-a;1
UA-2017-09-08-000455-c;1
UA-2017-09-08-000460-c;1
UA-2017-09-08-000463-c;1
UA-2017-09-08-000465-c;1
UA-2017-09-08-000471-a;1
UA-2017-09-08-000493-c;1
UA-2017-09-08-000508-c;1
UA-2017-09-08-000509-c;1
UA-2017-09-08-000523-c;1
UA-2017-09-08-000527-a;1
UA-2017-09-08-000540-c;1
UA-2017-09-08-000547-c;1
UA-2017-09-08-000557-a;1
UA-2017-09-08-000557-c;1
UA-2017-09-08-000558-c;1
UA-2017-09-08-000559-a;2
UA-2017-09-08-000561-a;1
UA-2017-09-08-000577-c;1
UA-2017-09-08-000579-a;1
UA-2017-09-08-000579-c;2
UA-2017-09-08-000580-a;1
UA-2017-09-08-000581-c;1
UA-2017-09-08-000583-a;1
UA-2017-09-08-000584-c;1
UA-2017-09-08-000587-c;1
UA-2017-09-08-000595-a;1
UA-2017-09-08-000598-c;1
UA-2017-09-08-000606-a;1
UA-2017-09-08-000606-c;1
UA-2017-09-08-000610-c;1
UA-2017-09-08-000627-c;1
UA-2017-09-08-000629-a;1
UA-2017-09-08-000631-a;1
UA-2017-09-08-000632-c;1
UA-2017-09-08-000646-c;1
UA-2017-09-08-000647-c;1
UA-2017-09-08-000652-c;1
UA-2017-09-08-000657-a;1
UA-2017-09-08-000657-c;1
UA-2017-09-08-000658-a;1
UA-2017-09-08-000662-a;1
UA-2017-09-08-000662-c;1
UA-2017-09-08-000664-c;1
UA-2017-09-08-000670-c;1
UA-2017-09-08-000674-a;1
UA-2017-09-08-000678-c;1
UA-2017-09-08-000685-c;1
UA-2017-09-08-000693-a;1
UA-2017-09-08-000699-a;1
UA-2017-09-08-000710-c;1
UA-2017-09-08-000715-c;1
UA-2017-09-08-000716-a;1
UA-2017-09-08-000719-c;2
UA-2017-09-08-000734-a;1
UA-2017-09-08-000742-c;1
UA-2017-09-08-000749-a;1
UA-2017-09-08-000749-c;1
UA-2017-09-08-000752-c;1
UA-2017-09-08-000758-c;1
UA-2017-09-08-000759-a;1
UA-2017-09-08-000759-c;1
UA-2017-09-08-000761-c;1
UA-2017-09-08-000763-a;1
UA-2017-09-08-000768-c;1
UA-2017-09-08-000771-a;1
UA-2017-09-08-000774-a;1
UA-2017-09-08-000776-c;1
UA-2017-09-08-000778-a;1
UA-2017-09-08-000785-c;1
UA-2017-09-08-000786-c;2
UA-2017-09-08-000791-c;1
UA-2017-09-08-000793-c;1
UA-2017-09-08-000799-c;1
UA-2017-09-08-000806-a;1
UA-2017-09-08-000806-c;1
UA-2017-09-08-000810-c;1
UA-2017-09-08-000828-c;1
UA-2017-09-08-000829-a;1
UA-2017-09-08-000834-c;1
UA-2017-09-08-000843-a;1
UA-2017-09-08-000844-a;1
UA-2017-09-08-000857-c;1
UA-2017-09-08-000864-c;1
UA-2017-09-08-000866-c;1
UA-2017-09-08-000869-c;1
UA-2017-09-08-000871-a;1
UA-2017-09-08-000872-c;1
UA-2017-09-08-000877-a;1
UA-2017-09-08-000880-a;1
UA-2017-09-08-000885-c;1
UA-2017-09-08-000894-a;1
UA-2017-09-08-000901-c;1
UA-2017-09-08-000908-c;1
UA-2017-09-08-000909-c;1
UA-2017-09-08-000912-c;1
UA-2017-09-08-000915-a;2
UA-2017-09-08-000919-a;2
UA-2017-09-08-000921-a;1
UA-2017-09-08-000922-a;1
UA-2017-09-08-000925-a;1
UA-2017-09-08-000929-c;1
UA-2017-09-08-000930-c;1
UA-2017-09-08-000931-a;1
UA-2017-09-08-000931-c;1
UA-2017-09-08-000932-c;1
UA-2017-09-08-000938-c;1
UA-2017-09-08-000940-a;1
UA-2017-09-08-000942-c;1
UA-2017-09-08-000949-c;1
UA-2017-09-08-000950-c;1
UA-2017-09-08-000958-a;9
UA-2017-09-08-000959-a;1
UA-2017-09-08-000960-a;1
UA-2017-09-08-000960-c;1
UA-2017-09-08-000963-a;1
UA-2017-09-08-000969-a;1
UA-2017-09-08-000970-c;1
UA-2017-09-08-000972-a;1
UA-2017-09-08-000976-c;1
UA-2017-09-08-000978-a;1
UA-2017-09-08-000982-a;3
UA-2017-09-08-000984-a;1
UA-2017-09-08-000986-c;1
UA-2017-09-08-000988-c;1
UA-2017-09-08-000989-c;1
UA-2017-09-08-000991-a;1
UA-2017-09-08-000996-a;1
UA-2017-09-08-000999-a;1
UA-2017-09-08-001002-a;1
UA-2017-09-08-001004-a;1
UA-2017-09-08-001006-c;1
UA-2017-09-08-001011-a;1
UA-2017-09-08-001012-a;1
UA-2017-09-08-001024-a;1
UA-2017-09-08-001027-a;1
UA-2017-09-08-001029-a;1
UA-2017-09-08-001037-a;1
UA-2017-09-08-001039-c;1
UA-2017-09-08-001041-a;5
UA-2017-09-08-001044-c;1
UA-2017-09-08-001046-a;1
UA-2017-09-08-001047-c;1
UA-2017-09-08-001049-c;1
UA-2017-09-08-001051-a;1
UA-2017-09-08-001052-a;3
UA-2017-09-08-001056-c;1
UA-2017-09-08-001070-a;1
UA-2017-09-08-001071-a;1
UA-2017-09-08-001078-c;1
UA-2017-09-08-001079-a;4
UA-2017-09-08-001082-a;1
UA-2017-09-08-001085-a;1
UA-2017-09-08-001087-c;1
UA-2017-09-08-001090-c;1
UA-2017-09-08-001097-c;1
UA-2017-09-08-001109-c;1
UA-2017-09-08-001121-a;1
UA-2017-09-08-001122-a;1
UA-2017-09-08-001124-a;1
UA-2017-09-08-001125-c;1
UA-2017-09-08-001132-c;1
UA-2017-09-08-001134-a;1
UA-2017-09-08-001135-a;1
UA-2017-09-08-001136-a;1
UA-2017-09-08-001140-a;1
UA-2017-09-08-001141-a;1
UA-2017-09-08-001150-a;1
UA-2017-09-08-001153-c;1
UA-2017-09-08-001159-c;1
UA-2017-09-08-001169-a;1
UA-2017-09-08-001171-c;1
UA-2017-09-08-001172-c;1
UA-2017-09-08-001176-a;1
UA-2017-09-08-001179-a;1
UA-2017-09-08-001180-a;1
UA-2017-09-08-001184-c;1
UA-2017-09-08-001185-c;1
UA-2017-09-08-001190-c;1
UA-2017-09-08-001206-a;1
UA-2017-09-08-001214-c;1
UA-2017-09-08-001217-a;1
UA-2017-09-08-001218-a;1
UA-2017-09-08-001223-a;1
UA-2017-09-08-001231-a;3
UA-2017-09-08-001231-c;1
UA-2017-09-08-001234-a;1
UA-2017-09-08-001237-c;1
UA-2017-09-08-001239-a;1
UA-2017-09-08-001245-c;1
UA-2017-09-08-001246-a;1
UA-2017-09-08-001258-c;5
UA-2017-09-08-001259-c;1
UA-2017-09-08-001262-a;1
UA-2017-09-08-001264-c;1
UA-2017-09-08-001265-a;1
UA-2017-09-08-001266-c;1
UA-2017-09-08-001272-c;1
UA-2017-09-08-001273-a;1
UA-2017-09-08-001273-c;1
UA-2017-09-08-001285-a;1
UA-2017-09-08-001288-c;1
UA-2017-09-08-001292-a;1
UA-2017-09-08-001294-c;1
UA-2017-09-08-001300-c;1
UA-2017-09-08-001301-c;1
UA-2017-09-08-001305-c;1
UA-2017-09-08-001309-a;1
UA-2017-09-08-001310-c;1
UA-2017-09-08-001311-c;1
UA-2017-09-08-001316-a;1
UA-2017-09-08-001318-a;7
UA-2017-09-08-001323-a;1
UA-2017-09-08-001333-a;1
UA-2017-09-08-001334-a;1
UA-2017-09-08-001334-c;1
UA-2017-09-08-001339-a;1
UA-2017-09-08-001340-c;1
UA-2017-09-08-001347-c;1
UA-2017-09-08-001354-a;1
UA-2017-09-08-001358-a;1
UA-2017-09-08-001360-a;1
UA-2017-09-08-001361-c;1
UA-2017-09-08-001367-c;2
UA-2017-09-08-001372-a;1
UA-2017-09-08-001379-a;1
UA-2017-09-08-001380-a;1
UA-2017-09-08-001385-c;1
UA-2017-09-08-001387-a;1
UA-2017-09-08-001389-c;1
UA-2017-09-08-001390-a;1
UA-2017-09-08-001394-a;1
UA-2017-09-08-001396-a;1
UA-2017-09-08-001402-a;1
UA-2017-09-08-001407-c;1
UA-2017-09-08-001421-a;1
UA-2017-09-08-001423-a;1
UA-2017-09-08-001424-c;1
UA-2017-09-08-001430-a;1
UA-2017-09-08-001439-a;1
UA-2017-09-08-001450-a;1
UA-2017-09-08-001457-c;3
UA-2017-09-08-001462-c;1
UA-2017-09-08-001467-c;1
UA-2017-09-08-001468-a;1
UA-2017-09-08-001473-c;1
UA-2017-09-08-001474-c;5
UA-2017-09-08-001475-c;1
UA-2017-09-08-001478-c;1
UA-2017-09-08-001481-a;1
UA-2017-09-08-001484-c;1
UA-2017-09-08-001487-a;1
UA-2017-09-08-001489-c;1
UA-2017-09-08-001491-c;1
UA-2017-09-08-001494-a;1
UA-2017-09-08-001503-a;1
UA-2017-09-08-001516-a;1
UA-2017-09-08-001518-c;1
UA-2017-09-08-001519-a;1
UA-2017-09-08-001527-a;1
UA-2017-09-08-001531-a;1
UA-2017-09-08-001532-c;1
UA-2017-09-08-001536-a;1
UA-2017-09-08-001536-c;1
UA-2017-09-08-001545-a;1
UA-2017-09-08-001551-a;1
UA-2017-09-08-001553-c;1
UA-2017-09-08-001555-c;2
UA-2017-09-08-001561-a;1
UA-2017-09-08-001562-c;1
UA-2017-09-08-001568-a;1
UA-2017-09-08-001569-c;1
UA-2017-09-08-001572-c;5
UA-2017-09-08-001580-a;1
UA-2017-09-08-001584-a;1
