"";"name";"value"
"1";"price_goods";5000
"2";"price_works";15000
"3";"prob_winn_condition";0,0445103857566766
"4";"prob_winn_decision";0,218323586744639
"5";"prob_success_condition";0,524922118380062
"6";"prob_success_decision";0,662790697674419
